rank,word,part_of_speech,meaning,sentence_example_polish,english_translation,source_reference
2274,mogłoby,,,,,https://en.wiktionary.org/wiki/mog%C5%82oby
2275,mamę,,,,,https://en.wiktionary.org/wiki/mam%C4%99
2276,wyszło,,,,,https://en.wiktionary.org/wiki/wysz%C5%82o
2277,zamian,,,,,https://en.wiktionary.org/wiki/zamian
2278,umowę,,,,,https://en.wiktionary.org/wiki/umow%C4%99
2279,auta,noun,,,,https://en.wiktionary.org/wiki/auta
2280,pomocą,,,,,https://en.wiktionary.org/wiki/pomoc%C4%85
2281,umowa,noun,"deal, agreement, arrangement",,,https://en.wiktionary.org/wiki/umowa
2282,śmieci,,,,,https://en.wiktionary.org/wiki/%C5%9Bmieci
2283,restauracji,noun,,,,https://en.wiktionary.org/wiki/restauracji
2284,dan,,,,,https://en.wiktionary.org/wiki/dan
2285,zacząłem,,,,,https://en.wiktionary.org/wiki/zacz%C4%85%C5%82em
2286,normalnie,adverb,normally,,,https://en.wiktionary.org/wiki/normalnie
2287,odsuń,,,,,https://en.wiktionary.org/wiki/odsu%C5%84
2288,kontrolę,,,,,https://en.wiktionary.org/wiki/kontrol%C4%99
2289,sądu,,,,,https://en.wiktionary.org/wiki/s%C4%85du
2290,mamie,noun,,,,https://en.wiktionary.org/wiki/mamie
2291,wszystkimi,pronoun,,,,https://en.wiktionary.org/wiki/wszystkimi
2292,znajdą,,,,,https://en.wiktionary.org/wiki/znajd%C4%85
2293,jestes,,,,,https://en.wiktionary.org/wiki/jestes
2294,tatusiu,noun,,,,https://en.wiktionary.org/wiki/tatusiu
2295,zrobią,,,,,https://en.wiktionary.org/wiki/zrobi%C4%85
2296,przyjechał,,,,,https://en.wiktionary.org/wiki/przyjecha%C5%82
2297,kurs,noun,course,,,https://en.wiktionary.org/wiki/kurs
2298,chuck,,,,,https://en.wiktionary.org/wiki/chuck
2299,rusz,verb,,,,https://en.wiktionary.org/wiki/rusz
2300,eric,,,,,https://en.wiktionary.org/wiki/eric
2301,spotkałem,,,,,https://en.wiktionary.org/wiki/spotka%C5%82em
2302,zostawcie,verb,,,,https://en.wiktionary.org/wiki/zostawcie
2303,kompletnie,adverb,completely,,,https://en.wiktionary.org/wiki/kompletnie
2304,troszkę,,,,,https://en.wiktionary.org/wiki/troszk%C4%99
2305,dokumenty,noun,,,,https://en.wiktionary.org/wiki/dokumenty
2306,pamięci,,,,,https://en.wiktionary.org/wiki/pami%C4%99ci
2307,przeznaczenie,noun,"destiny, fate",,,https://en.wiktionary.org/wiki/przeznaczenie
2308,najlepszych,,,,,https://en.wiktionary.org/wiki/najlepszych
2309,zaczęła,,,,,https://en.wiktionary.org/wiki/zacz%C4%99%C5%82a
2310,seksu,noun,,,,https://en.wiktionary.org/wiki/seksu
2311,duszę,,,,,https://en.wiktionary.org/wiki/dusz%C4%99
2312,poprzez,preposition,"through, by means of, by",,,https://en.wiktionary.org/wiki/poprzez
2313,moge,,,,,https://en.wiktionary.org/wiki/moge
2314,przynieść,,,,,https://en.wiktionary.org/wiki/przynie%C5%9B%C4%87
2315,samobójstwo,,,,,https://en.wiktionary.org/wiki/samob%C3%B3jstwo
2316,napisał,,,,,https://en.wiktionary.org/wiki/napisa%C5%82
2317,robiłeś,,,,,https://en.wiktionary.org/wiki/robi%C5%82e%C5%9B
2318,ross,,,,,https://en.wiktionary.org/wiki/ross
2319,pełno,,,,,https://en.wiktionary.org/wiki/pe%C5%82no
2320,rzeki,noun,,,,https://en.wiktionary.org/wiki/rzeki
2321,wyciągnąć,,,,,https://en.wiktionary.org/wiki/wyci%C4%85gn%C4%85%C4%87
2322,potrzebować,,,,,https://en.wiktionary.org/wiki/potrzebowa%C4%87
2323,córką,,,,,https://en.wiktionary.org/wiki/c%C3%B3rk%C4%85
2324,książka,,,,,https://en.wiktionary.org/wiki/ksi%C4%85%C5%BCka
2325,zwierzęta,,,,,https://en.wiktionary.org/wiki/zwierz%C4%99ta
2326,podobało,,,,,https://en.wiktionary.org/wiki/podoba%C5%82o
2327,ruchu,noun,,,,https://en.wiktionary.org/wiki/ruchu
2328,wyjdę,,,,,https://en.wiktionary.org/wiki/wyjd%C4%99
2329,zabijesz,verb,,,,https://en.wiktionary.org/wiki/zabijesz
2330,długa,,,,,https://en.wiktionary.org/wiki/d%C5%82uga
2331,setki,noun,,,,https://en.wiktionary.org/wiki/setki
2332,gwiazdy,noun,,,,https://en.wiktionary.org/wiki/gwiazdy
2333,załatwię,,,,,https://en.wiktionary.org/wiki/za%C5%82atwi%C4%99
2334,bracia,noun,,,,https://en.wiktionary.org/wiki/bracia
2335,zabijać,,,,,https://en.wiktionary.org/wiki/zabija%C4%87
2336,wino,noun,wine,,,https://en.wiktionary.org/wiki/wino
2337,trzeci,adjective,third,,,https://en.wiktionary.org/wiki/trzeci
2338,waszą,,,,,https://en.wiktionary.org/wiki/wasz%C4%85
2339,bond,,,,,https://en.wiktionary.org/wiki/bond
2340,stanów,,,,,https://en.wiktionary.org/wiki/stan%C3%B3w
2341,patrzę,,,,,https://en.wiktionary.org/wiki/patrz%C4%99
2342,nawzajem,adverb,each other,,,https://en.wiktionary.org/wiki/nawzajem
2343,aha,interjection,! <ref></ref>,,,https://en.wiktionary.org/wiki/aha
2344,kevin,,,,,https://en.wiktionary.org/wiki/kevin
2345,gliną,,,,,https://en.wiktionary.org/wiki/glin%C4%85
2346,tamtego,pronoun,,,,https://en.wiktionary.org/wiki/tamtego
2347,ryby,noun,,,,https://en.wiktionary.org/wiki/ryby
2348,morderstwa,noun,,,,https://en.wiktionary.org/wiki/morderstwa
2349,podnieś,,,,,https://en.wiktionary.org/wiki/podnie%C5%9B
2350,annie,,,,,https://en.wiktionary.org/wiki/annie
2351,gdziekolwiek,adverb,wherever,,,https://en.wiktionary.org/wiki/gdziekolwiek
2352,dwaj,numeral,,,,https://en.wiktionary.org/wiki/dwaj
2353,prawej,adjective,,,,https://en.wiktionary.org/wiki/prawej
2354,kapitana,noun,,,,https://en.wiktionary.org/wiki/kapitana
2355,las,noun,"forest, woods",,,https://en.wiktionary.org/wiki/las
2356,połowę,,,,,https://en.wiktionary.org/wiki/po%C5%82ow%C4%99
2357,subgroup,,,,,https://en.wiktionary.org/wiki/subgroup
2358,wyłącz,,,,,https://en.wiktionary.org/wiki/wy%C5%82%C4%85cz
2359,niedobrze,adverb,"bad, badly, wrong, wrongly",,,https://en.wiktionary.org/wiki/niedobrze
2360,udowodnić,,,,,https://en.wiktionary.org/wiki/udowodni%C4%87
2361,walter,,,,,https://en.wiktionary.org/wiki/walter
2362,zabija,verb,kills,,,https://en.wiktionary.org/wiki/zabija
2363,kurde,interjection,damn,,,https://en.wiktionary.org/wiki/kurde
2364,planety,noun,planets,,,https://en.wiktionary.org/wiki/planety
2365,proces,noun,process,,,https://en.wiktionary.org/wiki/proces
2366,zejdź,verb,come down,,,https://en.wiktionary.org/wiki/zejd%C5%BA
2367,okoliczności,noun,circumstances,,,https://en.wiktionary.org/wiki/okoliczno%C5%9Bci
2368,zmienił,verb,changed,,,https://en.wiktionary.org/wiki/zmieni%C5%82
2369,książę,,,,,https://en.wiktionary.org/wiki/ksi%C4%85%C5%BC%C4%99
2370,barze,noun,bar,,,https://en.wiktionary.org/wiki/barze
2371,siostrę,noun,sister,,,https://en.wiktionary.org/wiki/siostr%C4%99
2372,kościoła,noun,church,,,https://en.wiktionary.org/wiki/ko%C5%9Bcio%C5%82a
2373,spodnie,noun,"pants, trousers",,,https://en.wiktionary.org/wiki/spodnie
2374,mieszkasz,verb,you live,,,https://en.wiktionary.org/wiki/mieszkasz
2375,kwestia,noun,problem,,,https://en.wiktionary.org/wiki/kwestia
2376,wyglądał,verb,looked; seemed,,,https://en.wiktionary.org/wiki/wygl%C4%85da%C5%82
2377,anglii,noun,England,,,https://en.wiktionary.org/wiki/anglii
2378,patrzysz,verb,you look,,,https://en.wiktionary.org/wiki/patrzysz
2379,bohaterem,noun,hero,,,https://en.wiktionary.org/wiki/bohaterem
2380,sytuację,noun,situation,,,https://en.wiktionary.org/wiki/sytuacj%C4%99
2381,wątpliwości,noun,doubts,,,https://en.wiktionary.org/wiki/w%C4%85tpliwo%C5%9Bci
2382,patrzy,verb,looks,,,https://en.wiktionary.org/wiki/patrzy
2383,sądziłem,verb,I thought,,,https://en.wiktionary.org/wiki/s%C4%85dzi%C5%82em
2384,niebo,noun,sky,,,https://en.wiktionary.org/wiki/niebo
2385,niezbyt,particle,not very,,,https://en.wiktionary.org/wiki/niezbyt
2386,sumie,noun,catfish,,,https://en.wiktionary.org/wiki/sumie
2387,ręka,noun,hand; arm,,,https://en.wiktionary.org/wiki/r%C4%99ka
2388,pete,,,,,https://en.wiktionary.org/wiki/pete
2389,zadzwonił,verb,rang; called,,,https://en.wiktionary.org/wiki/zadzwoni%C5%82
2390,jenny,adjective,different; other,,,https://en.wiktionary.org/wiki/jenny
2391,dachu,noun,roof,,,https://en.wiktionary.org/wiki/dachu
2392,powrót,noun,return,,,https://en.wiktionary.org/wiki/powr%C3%B3t
2393,słyszałaś,verb,you heard,,,https://en.wiktionary.org/wiki/s%C5%82ysza%C5%82a%C5%9B
2394,ledwo,adverb,"barely, hardly",,,https://en.wiktionary.org/wiki/ledwo
2395,konieczne,adjective,necessary,,,https://en.wiktionary.org/wiki/konieczne
2396,fps,,,,,https://en.wiktionary.org/wiki/fps
2397,widzieliście,verb,you saw,,,https://en.wiktionary.org/wiki/widzieli%C5%9Bcie
2398,czyni,verb,does; makes,,,https://en.wiktionary.org/wiki/czyni
2399,zmiana,noun,"change, shift",,,https://en.wiktionary.org/wiki/zmiana
2400,zadać,verb,to assign,,,https://en.wiktionary.org/wiki/zada%C4%87
2401,sukinsynu,noun,son of a bitch,,,https://en.wiktionary.org/wiki/sukinsynu
2402,doprawdy,particle,really; indeed,,,https://en.wiktionary.org/wiki/doprawdy
2403,mogliśmy,verb,we could; were able to,,,https://en.wiktionary.org/wiki/mogli%C5%9Bmy
2404,uczyć,verb,to teach,,,https://en.wiktionary.org/wiki/uczy%C4%87
2405,pragnę,verb,I desire; I wish,,,https://en.wiktionary.org/wiki/pragn%C4%99
2406,pogadamy,verb,we will talk; we will chat,,,https://en.wiktionary.org/wiki/pogadamy
2407,umie,verb,can; knows how,,,https://en.wiktionary.org/wiki/umie
2408,powinniście,verb,you should,,,https://en.wiktionary.org/wiki/powinni%C5%9Bcie
2409,wróciła,verb,returned,,,https://en.wiktionary.org/wiki/wr%C3%B3ci%C5%82a
2410,tysiąc,noun,thousand,,,https://en.wiktionary.org/wiki/tysi%C4%85c
2411,byliście,,,,,https://en.wiktionary.org/wiki/byli%C5%9Bcie
2412,normalne,,,,,https://en.wiktionary.org/wiki/normalne
2413,przedstawić,,,,,https://en.wiktionary.org/wiki/przedstawi%C4%87
2414,matt,,,,,https://en.wiktionary.org/wiki/matt
2415,zachód,,,,,https://en.wiktionary.org/wiki/zach%C3%B3d
2416,robert,,,,,https://en.wiktionary.org/wiki/robert
2417,prędzej,,,,,https://en.wiktionary.org/wiki/pr%C4%99dzej
2418,zostałeś,,,,,https://en.wiktionary.org/wiki/zosta%C5%82e%C5%9B
2419,prawdziwą,,,,,https://en.wiktionary.org/wiki/prawdziw%C4%85
2420,amen,interjection,! (),,,https://en.wiktionary.org/wiki/amen
2421,sztuki,noun,,,,https://en.wiktionary.org/wiki/sztuki
2422,sprawą,,,,,https://en.wiktionary.org/wiki/spraw%C4%85
2423,ryzyko,noun,risk,,,https://en.wiktionary.org/wiki/ryzyko
2424,używać,,,,,https://en.wiktionary.org/wiki/u%C5%BCywa%C4%87
2425,duch,noun,ghost,,,https://en.wiktionary.org/wiki/duch
2426,stole,noun,,,,https://en.wiktionary.org/wiki/stole
2427,plaży,,,,,https://en.wiktionary.org/wiki/pla%C5%BCy
2428,nosi,verb,,,,https://en.wiktionary.org/wiki/nosi
2429,żebyście,,,,,https://en.wiktionary.org/wiki/%C5%BCeby%C5%9Bcie
2430,cofnąć,,,,,https://en.wiktionary.org/wiki/cofn%C4%85%C4%87
2431,parku,noun,,,,https://en.wiktionary.org/wiki/parku
2432,napić,,,,,https://en.wiktionary.org/wiki/napi%C4%87
2433,wolne,noun,"free time, hometime, knock-off time, leisure, quitting time",,,https://en.wiktionary.org/wiki/wolne
2434,rzucić,,,,,https://en.wiktionary.org/wiki/rzuci%C4%87
2435,zabieraj,verb,,,,https://en.wiktionary.org/wiki/zabieraj
2436,badań,,,,,https://en.wiktionary.org/wiki/bada%C5%84
2437,przyszłym,,,,,https://en.wiktionary.org/wiki/przysz%C5%82ym
2438,próbujesz,,,,,https://en.wiktionary.org/wiki/pr%C3%B3bujesz
2439,porucznik,noun,lieutenant,,,https://en.wiktionary.org/wiki/porucznik
2440,poważne,,,,,https://en.wiktionary.org/wiki/powa%C5%BCne
2441,dotąd,,,,,https://en.wiktionary.org/wiki/dot%C4%85d
2442,środek,,,,,https://en.wiktionary.org/wiki/%C5%9Brodek
2443,bezpieczna,adjective,,,,https://en.wiktionary.org/wiki/bezpieczna
2444,zamiaru,noun,,,,https://en.wiktionary.org/wiki/zamiaru
2445,trzymam,verb,,,,https://en.wiktionary.org/wiki/trzymam
2446,umarła,,,,,https://en.wiktionary.org/wiki/umar%C5%82a
2447,dziewczynki,noun,,,,https://en.wiktionary.org/wiki/dziewczynki
2448,ukryć,,,,,https://en.wiktionary.org/wiki/ukry%C4%87
2449,wchodzę,,,,,https://en.wiktionary.org/wiki/wchodz%C4%99
2450,sklepie,noun,,,,https://en.wiktionary.org/wiki/sklepie
2451,dotrzeć,,,,,https://en.wiktionary.org/wiki/dotrze%C4%87
2452,chwilą,,,,,https://en.wiktionary.org/wiki/chwil%C4%85
2453,odpowiada,verb,,,,https://en.wiktionary.org/wiki/odpowiada
2454,obrony,noun,,,,https://en.wiktionary.org/wiki/obrony
2455,trzymasz,verb,,,,https://en.wiktionary.org/wiki/trzymasz
2456,pisać,,,,,https://en.wiktionary.org/wiki/pisa%C4%87
2457,pozwolenie,noun,permission,,,https://en.wiktionary.org/wiki/pozwolenie
2458,gadasz,verb,,,,https://en.wiktionary.org/wiki/gadasz
2459,waszego,pronoun,,,,https://en.wiktionary.org/wiki/waszego
2460,winy,noun,,,,https://en.wiktionary.org/wiki/winy
2461,mistrz,noun,master,,,https://en.wiktionary.org/wiki/mistrz
2462,mogłaś,,,,,https://en.wiktionary.org/wiki/mog%C5%82a%C5%9B
2463,życzę,,,,,https://en.wiktionary.org/wiki/%C5%BCycz%C4%99
2464,czasach,noun,,,,https://en.wiktionary.org/wiki/czasach
2465,funtów,,,,,https://en.wiktionary.org/wiki/funt%C3%B3w
2466,systemu,noun,,,,https://en.wiktionary.org/wiki/systemu
2467,imprezę,,,,,https://en.wiktionary.org/wiki/imprez%C4%99
2468,jazdy,noun,,,,https://en.wiktionary.org/wiki/jazdy
2469,pozwala,verb,,,,https://en.wiktionary.org/wiki/pozwala
2470,jean,,,,,https://en.wiktionary.org/wiki/jean
2471,pomógł,,,,,https://en.wiktionary.org/wiki/pom%C3%B3g%C5%82
2472,dużą,,,,,https://en.wiktionary.org/wiki/du%C5%BC%C4%85
2473,jacka,,,,,https://en.wiktionary.org/wiki/jacka
2474,rozmowa,noun,"conversation ,",,,https://en.wiktionary.org/wiki/rozmowa
2475,jedi,,,,,https://en.wiktionary.org/wiki/jedi
2476,napisać,,,,,https://en.wiktionary.org/wiki/napisa%C4%87
2477,darmo,adverb,"free, gratis",,,https://en.wiktionary.org/wiki/darmo
2478,suko,noun,,,,https://en.wiktionary.org/wiki/suko
2479,przygotuj,verb,,,,https://en.wiktionary.org/wiki/przygotuj
2480,fajne,adjective,,,,https://en.wiktionary.org/wiki/fajne
2481,słyszał,,,,,https://en.wiktionary.org/wiki/s%C5%82ysza%C5%82
2482,dziwny,adjective,"strange, odd, weird",,,https://en.wiktionary.org/wiki/dziwny
2483,pewnym,adjective,,,,https://en.wiktionary.org/wiki/pewnym
2484,grace,,,,,https://en.wiktionary.org/wiki/grace
2485,którymi,,,,,https://en.wiktionary.org/wiki/kt%C3%B3rymi
2486,znacie,verb,,,,https://en.wiktionary.org/wiki/znacie
2487,william,,,,,https://en.wiktionary.org/wiki/william
2488,władzy,,,,,https://en.wiktionary.org/wiki/w%C5%82adzy
2489,narkotyki,noun,,,,https://en.wiktionary.org/wiki/narkotyki
2490,alan,,,,,https://en.wiktionary.org/wiki/alan
2491,zrozumiano,,,,,https://en.wiktionary.org/wiki/zrozumiano
2492,służyć,,,,,https://en.wiktionary.org/wiki/s%C5%82u%C5%BCy%C4%87
2493,dzwoń,,,,,https://en.wiktionary.org/wiki/dzwo%C5%84
2494,drzwiami,noun,,,,https://en.wiktionary.org/wiki/drzwiami
2495,samych,adjective,,,,https://en.wiktionary.org/wiki/samych
2496,bilety,noun,,,,https://en.wiktionary.org/wiki/bilety
2497,interesujące,,,,,https://en.wiktionary.org/wiki/interesuj%C4%85ce
2498,czekał,,,,,https://en.wiktionary.org/wiki/czeka%C5%82
2499,znałem,,,,,https://en.wiktionary.org/wiki/zna%C5%82em
2500,jezus,,,,,https://en.wiktionary.org/wiki/jezus
2501,sercu,noun,,,,https://en.wiktionary.org/wiki/sercu
2502,pewność,,,,,https://en.wiktionary.org/wiki/pewno%C5%9B%C4%87
2503,przeprosić,,,,,https://en.wiktionary.org/wiki/przeprosi%C4%87
2504,przeszłość,,,,,https://en.wiktionary.org/wiki/przesz%C5%82o%C5%9B%C4%87
2505,jednostki,noun,,,,https://en.wiktionary.org/wiki/jednostki
2506,czynienia,noun,,,,https://en.wiktionary.org/wiki/czynienia
2507,uważać,,,,,https://en.wiktionary.org/wiki/uwa%C5%BCa%C4%87
2508,dziadek,noun,grandfather,,,https://en.wiktionary.org/wiki/dziadek
2509,pisze,verb,,,,https://en.wiktionary.org/wiki/pisze
2510,ciężkie,,,,,https://en.wiktionary.org/wiki/ci%C4%99%C5%BCkie
2511,znaleziono,verb,,,,https://en.wiktionary.org/wiki/znaleziono
2512,wybierasz,verb,,,,https://en.wiktionary.org/wiki/wybierasz
2513,chora,adjective,,,,https://en.wiktionary.org/wiki/chora
2514,słuchasz,,,,,https://en.wiktionary.org/wiki/s%C5%82uchasz
2515,przyjąć,,,,,https://en.wiktionary.org/wiki/przyj%C4%85%C4%87
2516,powietrza,noun,,,,https://en.wiktionary.org/wiki/powietrza
2517,jaj,noun,,,,https://en.wiktionary.org/wiki/jaj
2518,smith,,,,,https://en.wiktionary.org/wiki/smith
2519,mając,,,,,https://en.wiktionary.org/wiki/maj%C4%85c
2520,bać,,,,,https://en.wiktionary.org/wiki/ba%C4%87
2521,wieczoru,noun,,,,https://en.wiktionary.org/wiki/wieczoru
2522,meksyku,,,,,https://en.wiktionary.org/wiki/meksyku
2523,zajmij,verb,,,,https://en.wiktionary.org/wiki/zajmij
2524,projekt,noun,design,,,https://en.wiktionary.org/wiki/projekt
2525,oczywiste,adjective,,,,https://en.wiktionary.org/wiki/oczywiste
2526,gościem,,,,,https://en.wiktionary.org/wiki/go%C5%9Bciem
2527,pieprzone,,,,,https://en.wiktionary.org/wiki/pieprzone
2528,kelly,,,,,https://en.wiktionary.org/wiki/kelly
2529,kamery,noun,,,,https://en.wiktionary.org/wiki/kamery
2530,większe,,,,,https://en.wiktionary.org/wiki/wi%C4%99ksze
2531,powodów,,,,,https://en.wiktionary.org/wiki/powod%C3%B3w
2532,dzieciaka,noun,,,,https://en.wiktionary.org/wiki/dzieciaka
2533,wejście,,,,,https://en.wiktionary.org/wiki/wej%C5%9Bcie
2534,mylisz,verb,,,,https://en.wiktionary.org/wiki/mylisz
2535,bedzie,,,,,https://en.wiktionary.org/wiki/bedzie
2536,thomas,,,,,https://en.wiktionary.org/wiki/thomas
2537,babcia,noun,grandmother,,,https://en.wiktionary.org/wiki/babcia
2538,nosić,,,,,https://en.wiktionary.org/wiki/nosi%C4%87
2539,znalazła,,,,,https://en.wiktionary.org/wiki/znalaz%C5%82a
2540,klubu,noun,,,,https://en.wiktionary.org/wiki/klubu
2541,okazję,,,,,https://en.wiktionary.org/wiki/okazj%C4%99
2542,chłopcem,,,,,https://en.wiktionary.org/wiki/ch%C5%82opcem
2543,połowa,,,,,https://en.wiktionary.org/wiki/po%C5%82owa
2544,niebie,noun,,,,https://en.wiktionary.org/wiki/niebie
2545,czyste,adjective,,,,https://en.wiktionary.org/wiki/czyste
2546,kolor,noun,color,,,https://en.wiktionary.org/wiki/kolor
2547,cholerne,,,,,https://en.wiktionary.org/wiki/cholerne
2548,muzykę,,,,,https://en.wiktionary.org/wiki/muzyk%C4%99
2549,tv,,,,,https://en.wiktionary.org/wiki/tv
2550,drzewa,noun,,,,https://en.wiktionary.org/wiki/drzewa
2551,najlepszą,,,,,https://en.wiktionary.org/wiki/najlepsz%C4%85
2552,narkotyków,,,,,https://en.wiktionary.org/wiki/narkotyk%C3%B3w
2553,niewiarygodne,adjective,,,,https://en.wiktionary.org/wiki/niewiarygodne
2554,miami,,,,,https://en.wiktionary.org/wiki/miami
2555,zrobione,,,,,https://en.wiktionary.org/wiki/zrobione
2556,kumpel,noun,"buddy, mate, pal",,,https://en.wiktionary.org/wiki/kumpel
2557,twego,pronoun,,,,https://en.wiktionary.org/wiki/twego
2558,lucy,,,,,https://en.wiktionary.org/wiki/lucy
2559,żałuję,,,,,https://en.wiktionary.org/wiki/%C5%BCa%C5%82uj%C4%99
2560,wschód,,,,,https://en.wiktionary.org/wiki/wsch%C3%B3d
2561,klientów,,,,,https://en.wiktionary.org/wiki/klient%C3%B3w
2562,władzę,,,,,https://en.wiktionary.org/wiki/w%C5%82adz%C4%99
2563,wymaga,verb,,,,https://en.wiktionary.org/wiki/wymaga
2564,biedny,adjective,poor,,,https://en.wiktionary.org/wiki/biedny
2565,uśmiech,,,,,https://en.wiktionary.org/wiki/u%C5%9Bmiech
2566,zobaczył,,,,,https://en.wiktionary.org/wiki/zobaczy%C5%82
2567,kupiłem,,,,,https://en.wiktionary.org/wiki/kupi%C5%82em
2568,pomyłka,,,,,https://en.wiktionary.org/wiki/pomy%C5%82ka
2569,carl,,,,,https://en.wiktionary.org/wiki/carl
2570,szeryfie,noun,,,,https://en.wiktionary.org/wiki/szeryfie
2571,nareszcie,adverb,at last,,,https://en.wiktionary.org/wiki/nareszcie
2572,pracowałem,,,,,https://en.wiktionary.org/wiki/pracowa%C5%82em
2573,city,,,,,https://en.wiktionary.org/wiki/city
2574,zacznij,verb,,,,https://en.wiktionary.org/wiki/zacznij
2575,poradzić,,,,,https://en.wiktionary.org/wiki/poradzi%C4%87
2576,święty,,,,,https://en.wiktionary.org/wiki/%C5%9Bwi%C4%99ty
2577,wyjątkiem,,,,,https://en.wiktionary.org/wiki/wyj%C4%85tkiem
2578,bilet,noun,ticket,,,https://en.wiktionary.org/wiki/bilet
2579,zginie,verb,,,,https://en.wiktionary.org/wiki/zginie
2580,daniel,noun,fallow deer,,,https://en.wiktionary.org/wiki/daniel
2581,żołnierze,,,,,https://en.wiktionary.org/wiki/%C5%BCo%C5%82nierze
2582,mb,,,,,https://en.wiktionary.org/wiki/mb
2583,przyda,verb,,,,https://en.wiktionary.org/wiki/przyda
2584,cudowne,adjective,,,,https://en.wiktionary.org/wiki/cudowne
2585,łatwiej,,,,,https://en.wiktionary.org/wiki/%C5%82atwiej
2586,wyglądało,,,,,https://en.wiktionary.org/wiki/wygl%C4%85da%C5%82o
2587,złota,,,,,https://en.wiktionary.org/wiki/z%C5%82ota
2588,kolana,noun,,,,https://en.wiktionary.org/wiki/kolana
2589,spędzić,,,,,https://en.wiktionary.org/wiki/sp%C4%99dzi%C4%87
2590,przeżyć,,,,,https://en.wiktionary.org/wiki/prze%C5%BCy%C4%87
2591,sądzi,,,,,https://en.wiktionary.org/wiki/s%C4%85dzi
2592,drużyny,,,,,https://en.wiktionary.org/wiki/dru%C5%BCyny
2593,wsparcie,noun,support,,,https://en.wiktionary.org/wiki/wsparcie
2594,majorze,noun,,,,https://en.wiktionary.org/wiki/majorze
2595,ofiar,noun,,,,https://en.wiktionary.org/wiki/ofiar
2596,wesołych,,,,,https://en.wiktionary.org/wiki/weso%C5%82ych
2597,odpowiedzialny,adjective,responsible,,,https://en.wiktionary.org/wiki/odpowiedzialny
2598,ofiara,noun,victim; casualty,,,https://en.wiktionary.org/wiki/ofiara
2599,brakowało,,,,,https://en.wiktionary.org/wiki/brakowa%C5%82o
2600,sekret,noun,secret,,,https://en.wiktionary.org/wiki/sekret
2601,pierdolony,adjective,fucking,,,https://en.wiktionary.org/wiki/pierdolony
2602,powinny,verb,,,,https://en.wiktionary.org/wiki/powinny
2603,oddech,noun,breath,,,https://en.wiktionary.org/wiki/oddech
2604,zajęcia,,,,,https://en.wiktionary.org/wiki/zaj%C4%99cia
2605,ah,,,,,https://en.wiktionary.org/wiki/ah
2606,wykorzystać,,,,,https://en.wiktionary.org/wiki/wykorzysta%C4%87
2607,raka,noun,,,,https://en.wiktionary.org/wiki/raka
2608,chcieliśmy,,,,,https://en.wiktionary.org/wiki/chcieli%C5%9Bmy
2609,muzyki,noun,,,,https://en.wiktionary.org/wiki/muzyki
2610,dar,noun,gift,,,https://en.wiktionary.org/wiki/dar
2611,siostro,noun,,,,https://en.wiktionary.org/wiki/siostro
2612,studia,noun,school,,,https://en.wiktionary.org/wiki/studia
2613,będąc,,,,,https://en.wiktionary.org/wiki/b%C4%99d%C4%85c
2614,jason,,,,,https://en.wiktionary.org/wiki/jason
2615,red,noun,,,,https://en.wiktionary.org/wiki/red
2616,znał,,,,,https://en.wiktionary.org/wiki/zna%C5%82
2617,jesli,conjunction,,,,https://en.wiktionary.org/wiki/jesli
2618,słyszy,,,,,https://en.wiktionary.org/wiki/s%C5%82yszy
2619,Luke,,,,,https://en.wiktionary.org/wiki/Luke
2620,problemem,noun,,,,https://en.wiktionary.org/wiki/problemem
2621,skrzywdzić,,,,,https://en.wiktionary.org/wiki/skrzywdzi%C4%87
2622,potrafią,,,,,https://en.wiktionary.org/wiki/potrafi%C4%85
2623,street,,,,,https://en.wiktionary.org/wiki/street
2624,czysto,adverb,cleanly,,,https://en.wiktionary.org/wiki/czysto
2625,Jackson,,,,,https://en.wiktionary.org/wiki/Jackson
2626,śledztwo,,,,,https://en.wiktionary.org/wiki/%C5%9Bledztwo
2627,siostrą,,,,,https://en.wiktionary.org/wiki/siostr%C4%85
2628,wolałbym,,,,,https://en.wiktionary.org/wiki/wola%C5%82bym
2629,Susan,,,,,https://en.wiktionary.org/wiki/Susan
2630,próba,,,,,https://en.wiktionary.org/wiki/pr%C3%B3ba
2631,sił,,,,,https://en.wiktionary.org/wiki/si%C5%82
2632,piersi,noun,,,,https://en.wiktionary.org/wiki/piersi
2633,działo,,,,,https://en.wiktionary.org/wiki/dzia%C5%82o
2634,stopy,noun,,,,https://en.wiktionary.org/wiki/stopy
2635,twoimi,pronoun,,,,https://en.wiktionary.org/wiki/twoimi
2636,najmniej,adverb,; least,,,https://en.wiktionary.org/wiki/najmniej
2637,dziewczyn,noun,,,,https://en.wiktionary.org/wiki/dziewczyn
2638,witajcie,interjection,!,,,https://en.wiktionary.org/wiki/witajcie
2639,plecy,noun,back,,,https://en.wiktionary.org/wiki/plecy
2640,Elizabeth,,,,,https://en.wiktionary.org/wiki/Elizabeth
2641,bogiem,noun,,,,https://en.wiktionary.org/wiki/bogiem
2642,dali,interjection,move it! faster!,,,https://en.wiktionary.org/wiki/dali
2643,pijany,adjective,drunk,,,https://en.wiktionary.org/wiki/pijany
2644,wyspie,noun,,,,https://en.wiktionary.org/wiki/wyspie
2645,punkcie,noun,,,,https://en.wiktionary.org/wiki/punkcie
2646,zabójca,,,,,https://en.wiktionary.org/wiki/zab%C3%B3jca
